name, Duration, W, L, ERA, G, GS, SV, IP, H, ER, BB, SO, WHIP
Sam Howard, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Spencer Howard, Last 7 Games, 1, 2, 5.66, 5, 5, 0, 20.2, 28, 13, 8, 18, 1.74
Spencer Howard, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Spencer Howard, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
James Hoyt, Last 7 Games, 1, 0, 0.00, 7, 0, 0, 4.0, 2, 0, 5, 6, 1.75
James Hoyt, Last 15 Games, 1, 0, 1.93, 15, 0, 0, 9.1, 5, 2, 6, 13, 1.18
James Hoyt, Last 30 Games, 1, 0, 1.74, 16, 0, 0, 10.1, 6, 2, 6, 15, 1.16
Dakota Hudson, Last 7 Games, 2, 2, 3.19, 6, 6, 0, 31.0, 22, 11, 9, 27, 1.00
Dakota Hudson, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Dakota Hudson, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Daniel Hudson, Last 7 Games, 0, 0, 4.05, 7, 0, 4, 6.2, 4, 3, 3, 7, 1.05
Daniel Hudson, Last 15 Games, 1, 2, 6.14, 15, 0, 9, 14.2, 10, 10, 5, 20, 1.02
Daniel Hudson, Last 30 Games, 1, 2, 5.74, 16, 0, 9, 15.2, 10, 10, 5, 21, 0.96
Jared Hughes, Last 7 Games, 1, 2, 7.50, 7, 0, 0, 6.0, 8, 5, 6, 6, 2.33
Jared Hughes, Last 15 Games, 1, 2, 3.94, 14, 0, 0, 16.0, 13, 7, 11, 14, 1.50
Jared Hughes, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tommy Hunter, Last 7 Games, 0, 0, 2.84, 7, 0, 0, 6.1, 5, 2, 2, 6, 1.11
Tommy Hunter, Last 15 Games, 0, 1, 4.30, 15, 0, 0, 14.2, 16, 7, 2, 13, 1.23
Tommy Hunter, Last 30 Games, 0, 1, 3.78, 17, 0, 0, 16.2, 17, 7, 3, 15, 1.20
Raisel Iglesias, Last 7 Games, 1, 1, 1.23, 7, 0, 3, 7.1, 7, 1, 3, 5, 1.36
Raisel Iglesias, Last 15 Games, 2, 3, 4.11, 15, 0, 6, 15.1, 14, 7, 4, 19, 1.17
Raisel Iglesias, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Cole Irvin, Last 7 Games, 0, 1, 17.18, 3, 0, 0, 3.2, 11, 7, 1, 4, 3.27
Cole Irvin, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Cole Irvin, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Luke Jackson, Last 7 Games, 0, 0, 3.86, 7, 0, 0, 7.0, 9, 3, 3, 4, 1.71
Luke Jackson, Last 15 Games, 1, 0, 4.24, 15, 0, 0, 17.0, 24, 8, 9, 11, 1.94
Luke Jackson, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Josh James, Last 7 Games, 0, 0, 11.88, 7, 1, 0, 8.1, 10, 11, 11, 9, 2.52
Josh James, Last 15 Games, 0, 0, 11.12, 8, 2, 0, 11.1, 13, 14, 16, 14, 2.56
Josh James, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Kenley Jansen, Last 7 Games, 2, 0, 4.05, 7, 0, 3, 6.2, 6, 3, 4, 11, 1.50
Kenley Jansen, Last 15 Games, 3, 0, 2.70, 15, 0, 7, 13.1, 9, 4, 6, 20, 1.13
Kenley Jansen, Last 30 Games, 3, 0, 1.96, 20, 0, 10, 18.1, 10, 4, 8, 25, 0.98
Cristian Javier, Last 7 Games, 4, 2, 3.75, 7, 7, 0, 36.0, 23, 15, 15, 28, 1.06
Cristian Javier, Last 15 Games, 4, 2, 3.38, 9, 8, 0, 42.2, 26, 16, 16, 37, 0.98
Cristian Javier, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jeremy Jeffress, Last 7 Games, 2, 0, 1.13, 7, 0, 5, 8.0, 3, 1, 7, 6, 1.25
Jeremy Jeffress, Last 15 Games, 3, 1, 1.06, 15, 0, 6, 17.0, 6, 2, 8, 12, 0.82
Jeremy Jeffress, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Dany Jiménez, Last 7 Games, 0, 0, 6.75, 2, 0, 0, 1.1, 1, 1, 3, 1, 3.00
Dany Jiménez, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Dany Jiménez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joe Jiménez, Last 7 Games, 1, 2, 4.76, 7, 0, 0, 5.2, 5, 3, 2, 6, 1.24
Joe Jiménez, Last 15 Games, 1, 3, 10.22, 15, 0, 3, 12.1, 15, 14, 5, 14, 1.62
Joe Jiménez, Last 30 Games, 1, 3, 9.42, 17, 0, 5, 14.1, 17, 15, 6, 15, 1.60
Pierce Johnson, Last 7 Games, 1, 0, 0.00, 7, 0, 0, 5.0, 2, 0, 2, 8, 0.80
Pierce Johnson, Last 15 Games, 2, 1, 3.75, 15, 0, 0, 12.0, 10, 5, 6, 16, 1.33
Pierce Johnson, Last 30 Games, 3, 1, 3.29, 17, 0, 0, 13.2, 11, 5, 6, 18, 1.24
Nate Jones, Last 7 Games, 0, 0, 9.00, 7, 0, 0, 6.0, 11, 6, 1, 6, 2.00
Nate Jones, Last 15 Games, 0, 1, 6.39, 15, 0, 0, 12.2, 17, 9, 4, 15, 1.66
Nate Jones, Last 30 Games, 0, 1, 5.93, 16, 0, 0, 13.2, 17, 9, 4, 16, 1.54
Jakob Junis, Last 7 Games, 0, 1, 5.57, 5, 5, 0, 21.0, 26, 13, 5, 14, 1.48
Jakob Junis, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jakob Junis, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ariel Jurado, Last 7 Games, 0, 0, 11.25, 1, 1, 0, 4.0, 9, 5, 0, 2, 2.25
Ariel Jurado, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ariel Jurado, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tommy Kahnle, Last 7 Games, 0, 0, 0.00, 1, 0, 0, 1.0, 1, 0, 1, 3, 2.00
Tommy Kahnle, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tommy Kahnle, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Rob Kaminsky, Last 7 Games, 0, 0, 0.00, 3, 0, 0, 3.0, 1, 0, 0, 2, 0.33
Rob Kaminsky, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Rob Kaminsky, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
James Kaprielian, Last 7 Games, 0, 0, 4.50, 1, 0, 0, 2.0, 1, 1, 1, 1, 1.00
James Kaprielian, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
James Kaprielian, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
James Karinchak, Last 7 Games, 0, 1, 7.11, 7, 0, 0, 6.1, 7, 5, 4, 13, 1.74
James Karinchak, Last 15 Games, 0, 1, 3.60, 15, 0, 0, 15.0, 9, 6, 8, 31, 1.13
James Karinchak, Last 30 Games, 0, 2, 2.70, 19, 0, 1, 20.0, 11, 6, 10, 39, 1.05
Anthony Kay, Last 7 Games, 1, 0, 3.00, 7, 0, 0, 9.0, 8, 3, 7, 8, 1.67
Anthony Kay, Last 15 Games, 2, 0, 2.45, 11, 0, 0, 18.1, 14, 5, 10, 17, 1.31
Anthony Kay, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Keone Kela, Last 7 Games, 0, 0, 4.50, 3, 0, 0, 2.0, 3, 1, 1, 3, 2.00
Keone Kela, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Keone Kela, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brad Keller, Last 7 Games, 3, 2, 2.60, 6, 6, 0, 34.2, 25, 10, 13, 24, 1.10
Brad Keller, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brad Keller, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Kyle Keller, Last 7 Games, 0, 0, 7.71, 2, 0, 0, 2.1, 3, 2, 2, 1, 2.14
Kyle Keller, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Kyle Keller, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Mitch Keller, Last 7 Games, 1, 1, 3.52, 2, 2, 0, 7.2, 7, 3, 4, 3, 1.43
Mitch Keller, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Mitch Keller, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Trevor Kelley, Last 7 Games, 0, 0, 10.80, 4, 0, 0, 3.1, 8, 4, 1, 5, 2.70
Trevor Kelley, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Trevor Kelley, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joe Kelly, Last 7 Games, 0, 0, 0.00, 7, 0, 0, 6.1, 5, 0, 5, 5, 1.58
Joe Kelly, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joe Kelly, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Merrill Kelly, Last 7 Games, 3, 2, 2.59, 5, 5, 0, 31.1, 26, 9, 5, 29, 0.99
Merrill Kelly, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Merrill Kelly, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ian Kennedy, Last 7 Games, 0, 1, 10.50, 7, 1, 0, 6.0, 10, 7, 4, 6, 2.33
Ian Kennedy, Last 15 Games, 0, 2, 9.00, 15, 1, 0, 14.0, 20, 14, 5, 15, 1.79
Ian Kennedy, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Clayton Kershaw, Last 7 Games, 5, 1, 1.98, 7, 7, 0, 41.0, 24, 9, 8, 44, 0.78
Clayton Kershaw, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Clayton Kershaw, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Dallas Keuchel, Last 7 Games, 4, 2, 1.90, 7, 7, 0, 42.2, 34, 9, 11, 29, 1.05
Dallas Keuchel, Last 15 Games, 6, 2, 2.19, 9, 9, 0, 53.1, 44, 13, 12, 32, 1.05
Dallas Keuchel, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Mike Kickham, Last 7 Games, 1, 0, 5.40, 2, 0, 0, 5.0, 8, 3, 2, 4, 2.00
Mike Kickham, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Mike Kickham, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Yusei Kikuchi, Last 7 Games, 2, 2, 5.23, 6, 6, 0, 31.0, 27, 18, 10, 34, 1.19
Yusei Kikuchi, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Yusei Kikuchi, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Franklyn Kilome, Last 7 Games, 0, 1, 7.20, 3, 0, 1, 10.0, 11, 8, 6, 11, 1.70
Franklyn Kilome, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Franklyn Kilome, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Kwang Hyun Kim, Last 7 Games, 2, 0, 0.83, 5, 4, 1, 21.2, 14, 2, 6, 11, 0.92
Kwang Hyun Kim, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Kwang Hyun Kim, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Craig Kimbrel, Last 7 Games, 0, 1, 2.84, 7, 0, 1, 6.1, 2, 2, 6, 15, 1.26
Craig Kimbrel, Last 15 Games, 0, 1, 7.36, 13, 0, 1, 11.0, 8, 9, 12, 21, 1.82
Craig Kimbrel, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Michael King, Last 7 Games, 1, 1, 6.14, 7, 3, 0, 22.0, 20, 15, 8, 19, 1.27
Michael King, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Michael King, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tyler Kinley, Last 7 Games, 0, 0, 9.00, 7, 0, 0, 7.0, 7, 7, 3, 5, 1.43
Tyler Kinley, Last 15 Games, 0, 1, 7.36, 15, 0, 0, 14.2, 11, 12, 10, 14, 1.43
Tyler Kinley, Last 30 Games, 0, 1, 6.75, 17, 0, 0, 16.0, 11, 12, 10, 17, 1.31
Brandon Kintzler, Last 7 Games, 1, 1, 3.00, 7, 0, 4, 6.0, 5, 2, 4, 2, 1.50
Brandon Kintzler, Last 15 Games, 2, 3, 3.77, 15, 0, 8, 14.1, 14, 6, 5, 8, 1.33
Brandon Kintzler, Last 30 Games, 2, 3, 3.31, 17, 0, 9, 16.1, 15, 6, 6, 8, 1.29
Andrew Kittredge, Last 7 Games, 0, 0, 3.00, 7, 1, 1, 6.0, 5, 2, 0, 2, 0.83
Andrew Kittredge, Last 15 Games, 0, 0, 2.25, 8, 1, 1, 8.0, 8, 2, 2, 3, 1.25
Andrew Kittredge, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Branden Kline, Last 7 Games, 0, 0, 0.00, 1, 0, 0, 1.2, 1, 0, 1, 3, 1.20
Branden Kline, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Branden Kline, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Corey Kluber, Last 7 Games, 0, 0, 0.00, 1, 1, 0, 1.0, 0, 0, 1, 1, 1.00
Corey Kluber, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Corey Kluber, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Corey Knebel, Last 7 Games, 0, 0, 9.53, 7, 0, 0, 5.2, 7, 6, 4, 4, 1.94
Corey Knebel, Last 15 Games, 0, 0, 8.22, 10, 0, 0, 7.2, 11, 7, 4, 7, 1.96
Corey Knebel, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Adam Kolarek, Last 7 Games, 0, 0, 1.50, 7, 0, 0, 6.0, 3, 1, 2, 4, 0.83
Adam Kolarek, Last 15 Games, 2, 0, 0.64, 14, 0, 0, 14.0, 7, 1, 2, 10, 0.64
Adam Kolarek, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Dean Kremer, Last 7 Games, 1, 0, 1.50, 1, 1, 0, 6.0, 1, 1, 3, 7, 0.67
Dean Kremer, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Dean Kremer, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brooks Kriske, Last 7 Games, 0, 0, 20.25, 3, 0, 0, 2.2, 3, 6, 6, 6, 3.38
Brooks Kriske, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brooks Kriske, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Chad Kuhl, Last 7 Games, 1, 1, 3.81, 7, 6, 0, 28.1, 21, 12, 15, 24, 1.27
Chad Kuhl, Last 15 Games, 1, 1, 3.38, 8, 6, 0, 32.0, 24, 12, 17, 28, 1.28
Chad Kuhl, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joel Kuhnel, Last 7 Games, 1, 0, 6.00, 3, 0, 0, 3.0, 4, 2, 0, 3, 1.33
Joel Kuhnel, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joel Kuhnel, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brady Lail, Last 7 Games, 0, 0, 0.00, 1, 0, 0, 1.1, 2, 0, 0, 1, 1.50
Brady Lail, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brady Lail, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jimmy Lambert, Last 7 Games, 0, 0, 0.00, 2, 0, 0, 2.0, 2, 0, 0, 2, 1.00
Jimmy Lambert, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jimmy Lambert, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Dinelson Lamet, Last 7 Games, 1, 1, 2.34, 7, 7, 0, 42.1, 24, 11, 10, 53, 0.80
Dinelson Lamet, Last 15 Games, 2, 1, 2.24, 9, 9, 0, 52.1, 33, 13, 15, 68, 0.92
Dinelson Lamet, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Eric Lauer, Last 7 Games, 0, 2, 12.54, 3, 2, 0, 9.1, 15, 13, 6, 10, 2.25
Eric Lauer, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Eric Lauer, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Wade LeBlanc, Last 7 Games, 1, 0, 8.06, 6, 6, 0, 22.1, 27, 20, 8, 13, 1.57
Wade LeBlanc, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Wade LeBlanc, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
José Leclerc, Last 7 Games, 0, 0, 4.50, 2, 0, 1, 2.0, 2, 1, 2, 3, 2.00
José Leclerc, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
José Leclerc, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Dominic Leone, Last 7 Games, 0, 0, 8.44, 7, 0, 0, 5.1, 9, 5, 2, 11, 2.06
Dominic Leone, Last 15 Games, 0, 0, 6.23, 11, 0, 0, 8.2, 12, 6, 4, 15, 1.85
Dominic Leone, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jon Lester, Last 7 Games, 1, 2, 6.62, 7, 7, 0, 35.1, 47, 26, 9, 28, 1.58
Jon Lester, Last 15 Games, 2, 2, 5.80, 8, 8, 0, 40.1, 47, 26, 10, 29, 1.41
Jon Lester, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Robinson Leyer, Last 7 Games, 0, 0, 13.50, 4, 1, 0, 3.1, 9, 5, 5, 6, 4.20
Robinson Leyer, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Robinson Leyer, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Josh Lindblom, Last 7 Games, 0, 3, 6.75, 7, 5, 0, 24.0, 25, 18, 11, 30, 1.50
Josh Lindblom, Last 15 Games, 1, 3, 6.06, 9, 7, 0, 32.2, 32, 22, 15, 42, 1.44
Josh Lindblom, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Zack Littell, Last 7 Games, 0, 0, 9.95, 6, 0, 0, 6.1, 12, 7, 3, 3, 2.37
Zack Littell, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Zack Littell, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Mauricio Llovera, Last 7 Games, 0, 0, 36.00, 1, 0, 0, 1.0, 5, 4, 1, 1, 6.00
Mauricio Llovera, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Mauricio Llovera, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jonathan Loaisiga, Last 7 Games, 2, 0, 3.21, 7, 2, 0, 14.0, 12, 5, 3, 17, 1.07
Jonathan Loaisiga, Last 15 Games, 2, 0, 3.18, 8, 3, 0, 17.0, 14, 6, 4, 20, 1.06
Jonathan Loaisiga, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Walker Lockett, Last 7 Games, 1, 0, 5.63, 2, 1, 0, 8.0, 9, 5, 3, 8, 1.50
Walker Lockett, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Walker Lockett, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jorge López, Last 7 Games, 1, 0, 5.79, 6, 3, 0, 23.1, 21, 15, 8, 19, 1.24
Jorge López, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jorge López, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Pablo López, Last 7 Games, 2, 4, 5.14, 7, 7, 0, 35.0, 40, 20, 13, 33, 1.51
Pablo López, Last 15 Games, 3, 4, 4.50, 8, 8, 0, 40.0, 42, 20, 13, 40, 1.38
Pablo López, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Reynaldo López, Last 7 Games, 0, 2, 8.38, 4, 4, 0, 9.2, 14, 9, 8, 10, 2.28
Reynaldo López, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Reynaldo López, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Yoan López, Last 7 Games, 0, 1, 8.64, 7, 0, 0, 8.1, 11, 8, 6, 8, 2.04
Yoan López, Last 15 Games, 0, 1, 6.59, 13, 0, 0, 13.2, 15, 10, 8, 12, 1.68
Yoan López, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Michael Lorenzen, Last 7 Games, 1, 0, 0.00, 7, 0, 0, 14.0, 9, 0, 7, 11, 1.14
Michael Lorenzen, Last 15 Games, 1, 1, 4.66, 14, 0, 0, 19.1, 18, 10, 12, 17, 1.55
Michael Lorenzen, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Aaron Loup, Last 7 Games, 0, 2, 2.35, 7, 0, 0, 7.2, 5, 2, 2, 5, 0.91
Aaron Loup, Last 15 Games, 3, 2, 3.38, 15, 0, 0, 16.0, 12, 6, 3, 11, 0.94
Aaron Loup, Last 30 Games, 3, 2, 2.95, 17, 0, 0, 18.1, 13, 6, 4, 14, 0.93
Richard Lovelady, Last 7 Games, 0, 0, 9.00, 1, 0, 0, 1.0, 1, 1, 1, 0, 2.00
Richard Lovelady, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Richard Lovelady, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joey Lucchesi, Last 7 Games, 0, 1, 8.44, 2, 2, 0, 5.1, 11, 5, 2, 5, 2.44
Joey Lucchesi, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joey Lucchesi, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Seth Lugo, Last 7 Games, 1, 1, 1.80, 7, 3, 1, 15.0, 13, 3, 5, 24, 1.20
Seth Lugo, Last 15 Games, 2, 2, 2.05, 12, 3, 3, 22.0, 16, 5, 6, 31, 1.00
Seth Lugo, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jesús Luzardo, Last 7 Games, 2, 2, 3.96, 7, 7, 0, 38.2, 37, 17, 11, 38, 1.24
Jesús Luzardo, Last 15 Games, 2, 2, 3.97, 9, 7, 0, 45.1, 43, 20, 14, 45, 1.26
Jesús Luzardo, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jordan Lyles, Last 7 Games, 1, 4, 8.55, 7, 6, 0, 33.2, 41, 32, 17, 20, 1.72
Jordan Lyles, Last 15 Games, 1, 4, 8.07, 8, 6, 0, 35.2, 41, 32, 18, 22, 1.65
Jordan Lyles, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Lance Lynn, Last 7 Games, 4, 2, 3.33, 7, 7, 0, 46.0, 36, 17, 12, 45, 1.04
Lance Lynn, Last 15 Games, 5, 2, 2.52, 10, 10, 0, 64.1, 42, 18, 21, 69, 0.98
Lance Lynn, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Kenta Maeda, Last 7 Games, 3, 1, 2.68, 7, 7, 0, 43.2, 23, 13, 7, 50, 0.69
Kenta Maeda, Last 15 Games, 4, 1, 2.77, 8, 8, 0, 48.2, 27, 15, 8, 56, 0.72
Kenta Maeda, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Matt Magill, Last 7 Games, 0, 1, 9.95, 7, 0, 0, 6.1, 8, 7, 3, 6, 1.74
Matt Magill, Last 15 Games, 0, 1, 6.10, 11, 0, 0, 10.1, 9, 7, 6, 11, 1.45
Matt Magill, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tyler Mahle, Last 7 Games, 1, 2, 3.89, 7, 6, 0, 37.0, 24, 16, 13, 45, 1.00
Tyler Mahle, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tyler Mahle, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Sean Manaea, Last 7 Games, 3, 1, 4.70, 7, 7, 0, 30.2, 37, 16, 6, 27, 1.40
Sean Manaea, Last 15 Games, 3, 2, 5.09, 8, 8, 0, 35.1, 42, 20, 6, 30, 1.36
Sean Manaea, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joe Mantiply, Last 7 Games, 0, 0, 15.43, 4, 0, 0, 2.1, 3, 4, 4, 2, 3.00
Joe Mantiply, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joe Mantiply, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Evan Marshall, Last 7 Games, 0, 0, 2.70, 7, 0, 0, 6.2, 5, 2, 2, 9, 1.05
Evan Marshall, Last 15 Games, 1, 1, 3.77, 15, 0, 0, 14.1, 14, 6, 5, 18, 1.33
Evan Marshall, Last 30 Games, 1, 1, 2.84, 20, 0, 0, 19.0, 16, 6, 7, 26, 1.21
Dillon Maples, Last 7 Games, 0, 0, 18.00, 2, 0, 0, 1.0, 1, 2, 4, 1, 5.00
Dillon Maples, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Dillon Maples, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nick Margevicius, Last 7 Games, 1, 3, 5.52, 7, 5, 0, 29.1, 30, 18, 8, 29, 1.30
Nick Margevicius, Last 15 Games, 1, 3, 5.34, 8, 5, 0, 30.1, 30, 18, 8, 29, 1.25
Nick Margevicius, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Germán Márquez, Last 7 Games, 1, 4, 5.40, 7, 7, 0, 43.1, 50, 26, 14, 38, 1.48
Germán Márquez, Last 15 Games, 2, 5, 4.58, 9, 9, 0, 55.0, 56, 28, 18, 52, 1.35
Germán Márquez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brett Martin, Last 7 Games, 0, 0, 1.42, 7, 0, 0, 6.1, 3, 1, 5, 4, 1.26
Brett Martin, Last 15 Games, 0, 0, 2.08, 9, 0, 0, 8.2, 4, 2, 8, 6, 1.38
Brett Martin, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Chris Martin, Last 7 Games, 0, 0, 0.00, 7, 0, 0, 7.0, 2, 0, 0, 9, 0.29
Chris Martin, Last 15 Games, 0, 1, 0.82, 11, 0, 1, 11.0, 4, 1, 1, 12, 0.45
Chris Martin, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Carlos Martínez, Last 7 Games, 0, 2, 12.27, 2, 2, 0, 7.1, 14, 10, 2, 5, 2.18
Carlos Martínez, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Carlos Martínez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Phil Maton, Last 7 Games, 0, 1, 7.94, 7, 0, 0, 5.2, 7, 5, 3, 7, 1.76
